id,state,district,village,season,year,latitude,longitude,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,crop_recommended,soil_type
SHC001805,Maharashtra,Pune,Village_1805,Zaid,2022,15.2989,77.8866,299.0,49.4,115.3,7.03,3.82,0.397,12.4,2.07,19.2,0.18,4.1,0.23,23.0,66.0,1216.9,lentil,Black
SHC001806,Uttar Pradesh,Meerut,Village_1806,Kharif,2023,24.7252,84.6969,282.1,65.5,318.8,8.83,0.76,1.913,15.2,2.56,16.2,2.03,7.4,1.41,30.9,32.1,1533.0,pomegranate,Desert
SHC001807,Punjab,Ludhiana,Village_1807,Zaid,2023,29.3918,68.1657,282.8,26.8,123.5,7.0,1.53,1.274,44.0,1.3,18.7,0.88,8.0,1.32,30.5,59.2,2301.3,banana,Alluvial
SHC001808,Maharashtra,Pune,Village_1808,Kharif,2024,22.9098,83.9862,356.9,12.9,232.2,7.04,0.69,0.201,8.1,2.96,3.4,0.36,2.1,1.98,37.3,56.6,2470.2,mango,Laterite
SHC001809,Uttar Pradesh,Meerut,Village_1809,Rabi,2022,29.2201,68.2558,59.8,12.8,209.4,6.76,3.25,1.345,50.0,2.42,17.7,0.63,6.8,0.38,35.2,82.6,890.6,grapes,Laterite
SHC001810,Punjab,Ludhiana,Village_1810,Kharif,2023,22.0322,88.8425,340.3,62.6,222.7,6.82,2.65,1.547,23.6,2.38,2.1,2.75,6.4,1.17,31.8,32.6,2383.7,watermelon,Red
SHC001811,Maharashtra,Pune,Village_1811,Kharif,2023,21.9169,95.7019,184.1,76.9,393.3,5.52,0.59,0.962,25.4,2.02,4.0,2.29,3.0,0.39,38.8,35.2,1836.7,muskmelon,Alluvial
SHC001812,Uttar Pradesh,Meerut,Village_1812,Kharif,2023,9.0057,87.8972,99.9,73.6,129.3,5.77,0.99,1.394,42.1,1.68,15.4,2.67,6.5,0.69,19.6,68.3,2123.8,apple,Black
SHC001813,Punjab,Ludhiana,Village_1813,Zaid,2022,11.4316,69.1337,290.1,35.6,301.1,5.72,0.83,1.104,47.7,1.25,3.3,2.24,9.3,0.79,28.7,91.8,1920.5,orange,Alluvial
SHC001814,Maharashtra,Pune,Village_1814,Zaid,2024,30.2535,75.7132,177.1,49.0,395.5,6.96,0.59,1.413,33.9,2.57,17.4,0.85,1.4,1.59,34.6,39.2,2466.7,papaya,Laterite
SHC001815,Uttar Pradesh,Meerut,Village_1815,Rabi,2023,14.5411,95.7892,130.8,37.4,388.0,8.0,2.75,1.678,10.5,2.68,6.5,0.55,8.5,0.63,22.2,81.4,328.2,coconut,Red
SHC001816,Punjab,Ludhiana,Village_1816,Zaid,2023,13.0918,92.1188,268.0,41.6,145.0,5.96,2.36,0.669,28.1,2.2,19.8,0.23,8.2,0.34,43.3,80.0,1115.1,coffee,Laterite
SHC001817,Maharashtra,Pune,Village_1817,Kharif,2022,23.1476,96.4213,399.5,14.0,318.4,7.99,3.18,1.851,32.9,0.91,14.1,1.04,4.1,1.26,23.7,75.1,2162.2,tea,Red
SHC001818,Uttar Pradesh,Meerut,Village_1818,Zaid,2023,27.998,84.7443,72.6,34.4,338.1,6.97,2.81,1.353,47.6,2.6,8.2,1.54,5.3,0.63,33.6,46.9,567.2,mustard,Alluvial
SHC001819,Punjab,Ludhiana,Village_1819,Kharif,2023,20.7769,71.3541,286.5,70.9,228.1,8.49,0.69,0.34,42.2,2.93,8.1,2.01,6.9,1.4,32.2,46.7,385.9,groundnut,Black
SHC001820,Maharashtra,Pune,Village_1820,Rabi,2024,19.2229,78.0532,261.0,25.5,148.9,5.6,1.31,1.754,24.7,2.7,15.5,2.17,7.9,1.06,23.1,41.6,1342.9,sesame,Laterite
SHC001821,Uttar Pradesh,Meerut,Village_1821,Rabi,2022,22.3907,95.6386,304.3,14.8,195.9,7.77,0.65,1.17,30.9,0.45,12.9,2.71,6.9,1.84,33.4,78.9,2253.0,rice,Laterite
SHC001822,Punjab,Ludhiana,Village_1822,Rabi,2023,11.2209,95.6515,241.4,57.8,283.5,7.26,2.28,1.051,45.1,0.54,14.9,2.07,1.6,0.51,38.6,45.2,1528.8,wheat,Alluvial
SHC001823,Maharashtra,Pune,Village_1823,Kharif,2023,29.9947,72.6839,391.6,28.6,121.8,6.75,0.81,1.612,12.8,1.55,3.5,2.71,3.8,1.27,36.9,32.1,1077.5,maize,Laterite
SHC001824,Uttar Pradesh,Meerut,Village_1824,Kharif,2023,25.67,92.8377,386.8,20.0,384.7,5.9,2.33,1.378,44.9,2.45,18.8,2.38,4.0,0.44,19.7,35.7,2344.5,sugarcane,Desert
SHC001825,Punjab,Ludhiana,Village_1825,Kharif,2024,23.0641,69.8983,203.7,35.7,254.6,5.84,1.86,0.253,14.3,2.64,8.8,1.34,4.2,1.28,15.1,91.6,1474.7,cotton,Laterite
SHC001826,Maharashtra,Pune,Village_1826,Kharif,2022,26.3894,76.4505,268.5,24.8,313.3,5.94,0.15,1.143,20.5,1.96,15.4,2.46,9.8,1.16,29.5,46.0,1917.8,jute,Alluvial
SHC001827,Uttar Pradesh,Meerut,Village_1827,Kharif,2024,12.9518,75.3846,145.6,38.4,250.3,8.96,2.23,1.041,34.9,2.32,19.6,2.99,8.7,0.18,16.3,51.0,2196.1,chickpea,Black
SHC001828,Punjab,Ludhiana,Village_1828,Rabi,2022,13.2055,96.1726,364.5,73.9,252.3,6.47,2.58,1.381,46.9,1.8,17.8,1.01,1.4,0.93,21.0,80.6,2051.0,kidneybeans,Desert
SHC001829,Maharashtra,Pune,Village_1829,Zaid,2022,20.3838,74.8132,127.0,77.9,389.5,8.75,2.11,1.979,20.5,1.4,5.1,1.45,2.7,0.23,15.3,54.6,2264.5,pigeonpeas,Laterite
SHC001830,Uttar Pradesh,Meerut,Village_1830,Zaid,2022,30.0832,84.0356,247.1,46.7,137.5,7.54,2.92,0.201,11.5,1.72,17.1,1.65,4.9,1.88,17.3,39.0,1775.8,mothbeans,Red
SHC001831,Punjab,Ludhiana,Village_1831,Rabi,2023,33.3551,82.1651,321.6,42.8,187.7,8.6,2.51,0.309,47.2,1.37,14.0,2.88,5.8,1.24,20.7,80.6,1399.8,mungbean,Alluvial
SHC001832,Maharashtra,Pune,Village_1832,Rabi,2024,19.9107,95.5143,185.7,25.5,279.6,7.03,1.97,0.494,46.2,1.9,13.2,0.44,5.1,1.21,42.7,67.7,2404.6,blackgram,Red
SHC001833,Uttar Pradesh,Meerut,Village_1833,Zaid,2024,9.7559,83.9025,380.5,32.3,365.3,5.58,2.99,0.949,8.5,1.01,9.2,1.37,2.5,1.27,40.4,74.8,2037.8,lentil,Black
SHC001834,Punjab,Ludhiana,Village_1834,Zaid,2024,22.0272,72.1597,55.4,21.3,200.7,5.04,3.44,1.25,9.1,0.84,14.0,0.19,4.4,0.28,26.7,92.9,1246.5,pomegranate,Laterite
SHC001835,Maharashtra,Pune,Village_1835,Rabi,2022,24.4867,86.0012,265.4,11.9,309.0,7.7,0.37,0.542,29.9,1.21,12.4,2.31,5.9,0.97,22.9,70.0,2102.6,banana,Laterite
SHC001836,Uttar Pradesh,Meerut,Village_1836,Kharif,2024,29.1813,71.8992,214.6,38.9,253.4,7.08,2.28,1.672,26.0,0.8,16.1,2.94,2.1,0.59,44.3,44.4,1171.4,mango,Alluvial
SHC001837,Punjab,Ludhiana,Village_1837,Kharif,2022,21.2012,77.7051,372.6,67.5,112.8,7.79,0.77,0.23,17.2,0.33,13.5,2.3,2.6,0.5,19.0,66.6,1325.5,grapes,Laterite
SHC001838,Maharashtra,Pune,Village_1838,Zaid,2023,23.6326,81.7398,210.6,61.5,237.8,6.94,2.57,0.742,47.4,0.99,18.4,2.46,9.2,0.45,21.9,85.1,2401.5,watermelon,Black
SHC001839,Uttar Pradesh,Meerut,Village_1839,Kharif,2024,22.1302,87.7566,188.9,43.1,172.0,6.67,3.69,0.892,49.5,1.5,13.2,0.11,2.7,0.78,24.8,76.8,1461.7,muskmelon,Black
SHC001840,Punjab,Ludhiana,Village_1840,Zaid,2022,21.2714,90.9609,66.8,21.8,276.6,5.34,3.53,1.106,24.2,0.24,4.0,2.5,7.3,0.14,44.2,53.0,1594.7,apple,Laterite
SHC001841,Maharashtra,Pune,Village_1841,Zaid,2023,9.3752,93.1166,292.2,56.7,395.3,7.13,0.38,0.611,14.7,2.84,4.3,0.17,3.7,0.33,33.6,44.5,2138.3,orange,Red
SHC001842,Uttar Pradesh,Meerut,Village_1842,Zaid,2022,27.2422,78.0215,58.1,13.9,368.4,7.07,0.69,1.824,47.6,1.11,12.5,1.04,7.5,1.9,15.8,60.6,2037.9,papaya,Alluvial
SHC001843,Punjab,Ludhiana,Village_1843,Rabi,2022,28.0429,73.3209,210.7,34.4,264.3,6.17,1.48,1.698,40.7,1.34,3.8,0.93,7.6,1.54,24.7,91.1,1354.0,coconut,Alluvial
SHC001844,Maharashtra,Pune,Village_1844,Rabi,2023,34.9463,79.0793,113.9,66.5,253.0,6.38,1.06,1.679,31.7,1.95,10.3,0.72,4.0,0.34,25.2,89.3,1522.2,coffee,Desert
SHC001845,Uttar Pradesh,Meerut,Village_1845,Kharif,2023,28.7268,90.0253,265.8,12.2,214.8,6.3,0.18,0.354,25.7,2.67,19.3,2.26,3.0,1.85,44.3,58.0,1400.4,tea,Black
SHC001846,Punjab,Ludhiana,Village_1846,Rabi,2022,16.8743,81.8592,266.5,19.1,317.0,5.98,0.55,0.376,21.4,1.1,12.3,1.43,7.7,0.14,17.7,46.1,289.6,mustard,Desert
SHC001847,Maharashtra,Pune,Village_1847,Kharif,2024,30.9938,95.8013,297.2,60.1,365.3,6.15,0.85,0.987,47.9,0.37,10.0,2.1,6.9,1.64,23.1,45.2,2103.1,groundnut,Desert
SHC001848,Uttar Pradesh,Meerut,Village_1848,Kharif,2024,20.1952,82.8848,342.7,52.2,255.5,6.16,0.26,1.853,38.1,0.41,7.4,1.98,2.9,0.3,31.5,51.4,2103.8,sesame,Laterite
SHC001849,Punjab,Ludhiana,Village_1849,Zaid,2022,28.8582,84.4338,396.3,57.5,122.9,6.15,3.71,1.966,17.4,1.58,8.7,0.71,4.3,0.91,35.0,62.7,2109.1,rice,Alluvial
SHC001850,Maharashtra,Pune,Village_1850,Rabi,2023,24.4118,80.7658,117.6,31.7,217.4,5.31,0.3,1.986,47.0,1.86,6.4,0.77,5.0,0.83,37.0,56.5,2397.4,wheat,Black
SHC001851,Uttar Pradesh,Meerut,Village_1851,Kharif,2023,24.2893,96.6501,348.0,10.4,272.6,6.82,3.1,0.655,18.2,1.09,6.4,0.16,6.7,1.26,40.6,75.4,1674.0,maize,Red
SHC001852,Punjab,Ludhiana,Village_1852,Rabi,2023,26.5277,88.7802,398.8,65.0,273.2,6.96,0.32,1.901,15.7,0.32,8.3,0.77,5.4,1.86,43.7,48.6,2291.8,sugarcane,Black
SHC001853,Maharashtra,Pune,Village_1853,Kharif,2023,14.2642,82.8436,178.0,42.2,317.7,7.04,3.67,0.662,21.7,2.38,16.1,2.93,6.7,1.19,32.7,53.5,1085.4,cotton,Laterite
SHC001854,Uttar Pradesh,Meerut,Village_1854,Rabi,2024,30.6865,86.3711,215.4,14.5,174.3,8.38,1.65,1.794,18.2,1.81,19.3,1.71,2.9,0.54,19.7,31.4,1792.6,jute,Desert
SHC001855,Punjab,Ludhiana,Village_1855,Zaid,2022,33.4412,85.9355,80.9,15.9,252.9,5.98,1.03,0.221,28.3,0.44,3.4,0.56,1.1,0.3,32.8,46.7,358.3,chickpea,Red
SHC001856,Maharashtra,Pune,Village_1856,Kharif,2023,11.2004,68.7627,130.9,17.7,329.0,5.31,1.52,1.817,45.7,1.2,12.9,0.67,1.7,1.55,15.2,83.9,974.5,kidneybeans,Laterite
SHC001857,Uttar Pradesh,Meerut,Village_1857,Rabi,2024,14.3567,86.7634,152.6,19.7,116.9,7.41,0.4,1.638,23.0,1.05,13.2,1.71,9.9,0.2,40.5,69.0,2230.0,pigeonpeas,Alluvial
SHC001858,Punjab,Ludhiana,Village_1858,Kharif,2024,30.6338,87.7018,381.6,19.3,376.5,8.42,0.98,0.423,34.4,2.09,14.8,2.55,6.0,0.64,40.7,58.2,1199.6,mothbeans,Laterite
SHC001859,Maharashtra,Pune,Village_1859,Rabi,2023,34.211,72.9619,92.8,30.1,371.3,7.11,0.12,1.247,31.1,0.42,4.7,0.37,5.7,1.11,28.8,59.3,1535.0,mungbean,Laterite
SHC001860,Uttar Pradesh,Meerut,Village_1860,Zaid,2023,15.1736,96.2634,87.0,31.9,370.7,8.78,2.62,0.226,26.6,2.81,18.0,2.69,3.6,1.67,35.2,88.1,1667.2,blackgram,Desert
SHC001861,Punjab,Ludhiana,Village_1861,Kharif,2022,28.8072,93.8375,380.9,28.7,298.4,7.23,3.3,0.269,25.2,1.16,13.8,1.31,4.5,0.81,39.8,61.4,1118.9,lentil,Red
SHC001862,Maharashtra,Pune,Village_1862,Rabi,2022,10.9969,69.5194,108.1,28.9,284.9,5.32,0.81,0.561,36.2,1.17,7.0,0.18,1.8,1.14,34.0,78.2,1344.2,pomegranate,Desert
SHC001863,Uttar Pradesh,Meerut,Village_1863,Zaid,2024,19.5127,72.593,51.4,28.2,326.7,7.66,0.48,1.0,14.1,1.52,4.0,2.07,6.3,0.59,44.8,68.3,818.1,banana,Laterite
SHC001864,Punjab,Ludhiana,Village_1864,Kharif,2024,13.4862,73.9093,249.7,33.2,191.3,6.64,3.34,1.714,36.0,1.82,2.3,1.74,9.6,1.69,19.3,93.3,698.3,mango,Laterite
SHC001865,Maharashtra,Pune,Village_1865,Rabi,2023,32.2917,93.2909,55.6,50.4,195.9,7.12,0.96,1.47,21.9,2.0,3.4,2.89,3.3,0.87,26.4,68.7,444.0,grapes,Alluvial
SHC001866,Uttar Pradesh,Meerut,Village_1866,Rabi,2024,15.0364,94.237,116.2,71.2,123.3,8.36,2.21,1.597,11.9,1.38,10.1,1.59,6.7,0.84,28.4,54.1,1806.9,watermelon,Laterite
SHC001867,Punjab,Ludhiana,Village_1867,Zaid,2023,10.0767,85.6742,145.3,50.3,384.1,8.14,3.85,1.708,11.7,0.47,14.2,2.0,4.4,0.2,36.4,36.8,1661.4,muskmelon,Alluvial
SHC001868,Maharashtra,Pune,Village_1868,Kharif,2022,23.8759,81.8546,157.7,40.9,193.5,6.79,0.89,0.309,37.3,0.55,16.8,1.16,3.2,0.88,19.5,85.2,583.5,apple,Alluvial
SHC001869,Uttar Pradesh,Meerut,Village_1869,Rabi,2022,28.2469,89.4167,239.6,62.7,135.4,6.05,0.99,0.828,34.7,1.64,10.4,1.74,4.6,1.93,15.4,50.0,2466.8,orange,Red
SHC001870,Punjab,Ludhiana,Village_1870,Rabi,2022,18.0352,91.3145,274.4,79.3,103.9,6.75,1.69,0.982,45.2,1.34,16.3,1.93,5.4,1.42,21.9,39.2,2424.5,papaya,Alluvial
SHC001871,Maharashtra,Pune,Village_1871,Kharif,2022,15.1641,86.047,398.8,72.6,220.1,8.58,1.88,0.397,15.9,0.88,18.5,2.94,3.0,0.87,44.4,85.1,1218.5,coconut,Desert
SHC001872,Uttar Pradesh,Meerut,Village_1872,Kharif,2022,32.1612,79.9419,255.4,39.0,123.6,8.54,2.92,1.036,14.8,0.7,14.0,2.82,4.9,0.95,35.6,85.6,2048.6,coffee,Red
SHC001873,Punjab,Ludhiana,Village_1873,Rabi,2023,26.6341,81.7401,351.2,55.8,321.9,8.35,0.97,0.728,39.7,2.52,12.8,2.98,8.9,1.62,22.4,51.6,1029.7,tea,Alluvial
SHC001874,Maharashtra,Pune,Village_1874,Zaid,2022,19.1292,86.0091,298.3,10.6,114.3,6.34,2.66,1.061,47.4,0.92,3.9,0.43,3.0,0.55,26.4,66.7,773.1,mustard,Laterite
SHC001875,Uttar Pradesh,Meerut,Village_1875,Zaid,2023,19.7195,79.1172,382.5,14.8,330.1,6.24,0.82,1.767,27.7,1.63,9.5,1.27,7.2,1.54,38.7,64.1,1814.6,groundnut,Desert
SHC001876,Punjab,Ludhiana,Village_1876,Kharif,2024,12.1004,89.4897,363.9,16.0,373.5,6.23,2.53,0.495,24.9,1.49,8.7,2.48,6.3,1.04,38.5,76.1,441.2,sesame,Red
SHC001877,Maharashtra,Pune,Village_1877,Zaid,2022,25.2262,88.6722,250.7,75.0,254.3,7.25,3.53,1.307,26.4,0.91,19.4,2.34,1.7,0.34,21.2,45.4,1683.7,rice,Desert
SHC001878,Uttar Pradesh,Meerut,Village_1878,Zaid,2024,9.9934,68.393,55.4,30.8,122.1,5.77,2.63,0.719,32.2,1.35,17.9,2.12,8.7,1.09,38.4,70.0,1911.0,wheat,Laterite
SHC001879,Punjab,Ludhiana,Village_1879,Rabi,2022,26.8505,73.534,229.4,46.0,295.3,7.33,0.59,1.45,27.4,0.72,9.2,1.17,5.0,1.8,41.1,31.6,1380.1,maize,Desert
SHC001880,Maharashtra,Pune,Village_1880,Kharif,2024,13.7033,96.0022,375.8,59.9,192.6,5.85,0.77,0.239,26.5,1.9,12.7,2.13,5.6,1.11,43.8,66.7,2209.9,sugarcane,Desert
SHC001881,Uttar Pradesh,Meerut,Village_1881,Zaid,2024,10.5243,80.7514,369.5,40.9,235.5,8.46,1.22,1.082,14.9,2.57,2.7,1.3,3.5,0.59,22.3,54.0,2273.4,cotton,Desert
SHC001882,Punjab,Ludhiana,Village_1882,Kharif,2022,13.304,92.6246,200.5,78.7,278.1,6.95,3.71,0.886,39.4,1.53,15.2,0.9,4.7,0.76,41.1,90.4,1891.7,jute,Laterite
SHC001883,Maharashtra,Pune,Village_1883,Kharif,2024,14.9977,92.913,100.9,41.2,236.2,7.34,2.56,0.979,26.6,1.94,14.6,2.4,7.2,0.11,21.9,38.8,2066.9,chickpea,Desert
SHC001884,Uttar Pradesh,Meerut,Village_1884,Rabi,2023,33.9369,95.8101,184.6,62.7,287.7,6.97,3.27,1.372,11.8,2.55,6.9,1.94,8.0,1.81,42.8,90.2,1711.5,kidneybeans,Desert
SHC001885,Punjab,Ludhiana,Village_1885,Zaid,2023,10.2828,79.385,327.5,51.4,170.6,5.49,1.93,1.843,10.2,1.5,3.1,0.83,9.6,0.3,16.5,35.7,1790.9,pigeonpeas,Red
SHC001886,Maharashtra,Pune,Village_1886,Rabi,2022,33.7403,69.9972,376.2,18.2,138.3,7.42,1.05,0.205,39.5,1.24,18.3,0.91,7.0,0.72,19.5,93.4,1552.8,mothbeans,Alluvial
SHC001887,Uttar Pradesh,Meerut,Village_1887,Zaid,2022,18.6166,81.8298,270.4,37.6,174.2,5.76,2.44,0.646,24.7,0.3,6.6,1.5,8.2,0.81,23.9,63.5,314.5,mungbean,Desert
SHC001888,Punjab,Ludhiana,Village_1888,Kharif,2024,14.8452,79.3291,70.3,65.8,182.4,5.93,1.44,0.862,42.1,1.0,10.3,1.54,3.8,1.59,33.7,76.9,325.5,blackgram,Desert
SHC001889,Maharashtra,Pune,Village_1889,Kharif,2023,14.359,80.9415,264.5,16.9,274.3,8.11,3.69,0.576,45.5,2.64,7.1,2.09,7.2,1.9,21.9,36.0,1487.0,lentil,Black
SHC001890,Uttar Pradesh,Meerut,Village_1890,Rabi,2023,32.9245,88.9706,284.4,76.7,120.7,7.35,2.0,0.744,32.6,2.44,12.1,0.6,6.1,0.47,19.5,65.5,444.0,pomegranate,Laterite
SHC001891,Punjab,Ludhiana,Village_1891,Zaid,2024,33.6412,87.2085,341.7,22.6,356.5,5.76,3.91,0.704,36.7,1.73,10.6,1.34,4.5,0.68,32.9,94.0,1746.0,banana,Red
SHC001892,Maharashtra,Pune,Village_1892,Kharif,2024,32.3512,88.039,383.7,17.7,204.0,8.94,2.64,1.919,16.9,1.47,6.6,2.73,6.8,1.39,33.1,81.5,1371.7,mango,Alluvial
SHC001893,Uttar Pradesh,Meerut,Village_1893,Kharif,2023,20.7252,80.775,118.0,71.0,185.3,6.71,1.42,1.992,22.6,0.94,18.3,0.56,9.3,1.18,21.7,46.4,1835.2,grapes,Red
SHC001894,Punjab,Ludhiana,Village_1894,Kharif,2023,29.8228,71.6236,137.2,40.7,363.8,6.14,3.39,0.384,15.3,0.64,13.0,1.23,8.8,1.02,40.1,45.6,2342.0,watermelon,Laterite
SHC001895,Maharashtra,Pune,Village_1895,Zaid,2024,20.9993,81.8603,114.9,50.4,347.3,8.51,1.53,0.55,29.3,0.54,17.3,1.43,9.0,0.17,40.4,46.9,2397.7,muskmelon,Black
SHC001896,Uttar Pradesh,Meerut,Village_1896,Zaid,2024,8.1219,96.2576,153.7,52.5,183.3,7.92,2.11,0.673,29.1,1.18,6.5,1.82,6.7,0.37,42.9,30.4,837.0,apple,Laterite
SHC001897,Punjab,Ludhiana,Village_1897,Kharif,2024,8.8098,68.9744,375.2,67.4,101.1,8.74,1.26,1.011,17.9,0.7,4.2,2.12,1.1,0.84,28.6,49.0,775.6,orange,Alluvial
SHC001898,Maharashtra,Pune,Village_1898,Zaid,2024,11.9845,84.6991,175.5,51.0,321.2,5.73,0.7,0.842,35.0,2.09,13.0,2.56,7.6,1.06,29.5,81.9,2233.1,papaya,Red
SHC001899,Uttar Pradesh,Meerut,Village_1899,Zaid,2022,14.3676,86.5382,308.1,28.5,180.9,8.97,1.53,0.251,15.1,2.31,14.1,2.52,6.9,1.25,36.5,88.6,1858.0,coconut,Desert
SHC001900,Punjab,Ludhiana,Village_1900,Rabi,2023,33.2783,71.2786,326.0,14.1,149.6,7.92,0.92,0.24,17.2,2.25,11.6,1.69,4.7,0.38,21.5,42.0,1826.5,coffee,Red
SHC001901,Maharashtra,Pune,Village_1901,Rabi,2022,10.8137,89.9195,359.0,54.5,262.4,8.1,3.43,1.322,38.9,1.32,8.3,0.69,6.6,1.65,34.9,55.5,2470.6,tea,Laterite
SHC001902,Uttar Pradesh,Meerut,Village_1902,Rabi,2022,10.6897,72.0703,339.9,49.6,147.3,8.15,2.39,0.501,26.9,2.8,15.5,1.22,1.0,0.53,20.4,54.6,2229.8,mustard,Black
SHC001903,Punjab,Ludhiana,Village_1903,Zaid,2022,33.1302,68.0448,268.5,75.1,265.4,7.72,1.8,1.733,14.9,0.46,8.7,0.33,2.3,0.4,15.1,82.9,2252.7,groundnut,Laterite
SHC001904,Maharashtra,Pune,Village_1904,Kharif,2022,17.2094,91.1489,131.6,37.9,392.1,8.31,0.49,0.775,32.2,2.11,13.6,0.34,9.9,0.45,20.3,45.7,1144.6,sesame,Desert
SHC001905,Uttar Pradesh,Meerut,Village_1905,Zaid,2022,9.0929,79.221,395.0,27.4,345.6,6.57,3.65,1.347,45.5,1.98,18.0,2.72,3.7,1.69,40.2,75.8,754.6,rice,Black
SHC001906,Punjab,Ludhiana,Village_1906,Kharif,2023,25.97,70.2276,146.8,14.7,361.0,7.02,1.56,1.337,39.3,2.03,16.9,1.82,1.0,0.36,41.0,38.3,1625.1,wheat,Alluvial
SHC001907,Maharashtra,Pune,Village_1907,Zaid,2024,17.7703,90.4382,280.3,32.5,309.4,8.92,0.67,0.633,26.9,1.08,7.7,1.34,8.1,0.78,22.7,65.8,2204.8,maize,Alluvial
SHC001908,Uttar Pradesh,Meerut,Village_1908,Zaid,2022,34.2484,88.0336,98.4,58.6,371.7,6.89,2.94,0.471,12.6,1.96,9.2,1.43,3.8,0.97,18.0,37.0,1221.6,sugarcane,Alluvial
SHC001909,Punjab,Ludhiana,Village_1909,Zaid,2024,13.9877,86.7163,177.7,54.4,330.8,5.78,0.15,0.702,48.4,0.71,10.5,1.18,3.8,1.49,36.7,80.7,980.1,cotton,Laterite
SHC001910,Maharashtra,Pune,Village_1910,Kharif,2023,34.4612,91.9983,290.8,57.5,369.1,6.24,1.84,1.389,32.1,2.56,8.6,1.31,3.2,1.31,26.7,65.7,339.3,jute,Alluvial
SHC001911,Uttar Pradesh,Meerut,Village_1911,Kharif,2024,27.1111,93.3264,380.0,23.7,200.1,7.75,2.65,0.962,43.9,2.95,9.2,1.11,3.6,1.17,33.4,41.8,848.6,chickpea,Alluvial
SHC001912,Punjab,Ludhiana,Village_1912,Rabi,2024,21.1759,82.5742,136.7,21.7,222.8,5.23,0.72,1.673,26.4,2.93,2.1,2.77,6.9,1.28,40.2,70.7,280.2,kidneybeans,Alluvial
SHC001913,Maharashtra,Pune,Village_1913,Rabi,2023,13.6169,82.3111,187.1,49.3,347.8,7.57,1.5,0.809,16.8,1.64,16.6,0.1,7.4,1.06,40.8,63.2,2221.2,pigeonpeas,Black
SHC001914,Uttar Pradesh,Meerut,Village_1914,Zaid,2022,16.0589,96.2579,123.2,64.5,305.3,6.64,2.9,0.433,18.1,2.21,4.3,2.73,6.4,0.24,38.1,58.4,881.5,mothbeans,Laterite
SHC001915,Punjab,Ludhiana,Village_1915,Kharif,2022,20.0451,93.0777,74.0,18.5,168.4,5.41,3.05,0.853,33.4,2.34,11.8,1.65,5.1,1.42,30.9,56.2,1620.9,mungbean,Desert
SHC001916,Maharashtra,Pune,Village_1916,Kharif,2023,20.0716,85.6214,187.0,46.4,320.1,8.35,0.34,0.496,32.4,2.17,13.9,0.82,6.9,0.98,22.3,87.5,1419.0,blackgram,Alluvial
SHC001917,Uttar Pradesh,Meerut,Village_1917,Rabi,2022,30.0579,77.5354,350.1,34.6,160.6,7.96,1.41,1.916,41.8,0.85,19.8,1.15,6.0,0.24,16.2,49.2,228.4,lentil,Black
SHC001918,Punjab,Ludhiana,Village_1918,Zaid,2022,26.6541,75.288,192.6,36.8,198.3,6.55,2.0,0.557,27.5,0.93,3.1,0.72,9.4,1.06,44.5,44.6,871.7,pomegranate,Red
SHC001919,Maharashtra,Pune,Village_1919,Rabi,2024,17.8307,92.288,121.7,38.3,300.4,5.98,1.48,1.122,18.1,2.33,15.1,2.77,1.6,1.81,15.5,83.6,790.9,banana,Desert
SHC001920,Uttar Pradesh,Meerut,Village_1920,Kharif,2024,33.4983,74.2456,95.3,47.5,154.3,7.17,2.07,0.235,48.5,0.76,18.1,1.21,2.4,0.3,30.3,53.5,2310.3,mango,Black
SHC001921,Punjab,Ludhiana,Village_1921,Zaid,2023,27.868,91.4591,330.3,70.5,240.1,8.55,0.39,0.843,46.8,1.36,17.6,1.71,3.3,0.29,35.9,44.6,1526.6,grapes,Black
SHC001922,Maharashtra,Pune,Village_1922,Rabi,2023,13.2534,68.1008,160.5,74.6,266.6,7.32,1.02,0.605,23.4,0.93,17.5,0.61,7.1,1.03,35.3,84.3,985.1,watermelon,Desert
SHC001923,Uttar Pradesh,Meerut,Village_1923,Zaid,2023,27.8831,82.6779,146.8,13.0,355.8,7.77,3.91,1.211,48.3,2.15,9.7,0.78,1.5,0.11,39.9,70.5,629.6,muskmelon,Desert
SHC001924,Punjab,Ludhiana,Village_1924,Rabi,2022,9.5246,91.3215,342.4,55.6,380.9,8.87,3.11,0.503,11.5,1.38,9.2,0.52,1.4,0.57,23.7,90.0,2454.0,apple,Red
SHC001925,Maharashtra,Pune,Village_1925,Rabi,2022,8.6251,75.8706,390.4,35.0,393.8,5.47,1.6,0.21,32.8,1.16,11.1,2.4,6.0,1.36,29.2,78.6,1585.8,orange,Red
SHC001926,Uttar Pradesh,Meerut,Village_1926,Zaid,2024,10.8242,92.7708,156.9,17.9,396.0,8.7,3.05,0.321,38.4,2.05,6.4,1.43,9.7,0.13,29.1,68.0,2196.9,papaya,Red
SHC001927,Punjab,Ludhiana,Village_1927,Kharif,2022,28.2561,81.5604,291.1,61.7,114.9,8.5,1.22,1.966,46.1,0.25,13.2,2.9,6.1,1.27,42.9,67.2,762.1,coconut,Desert
SHC001928,Maharashtra,Pune,Village_1928,Kharif,2024,11.9614,94.1697,354.0,19.6,265.5,5.94,2.11,1.958,17.7,0.38,6.6,2.95,1.7,0.17,19.5,82.4,1284.2,coffee,Black
